prev_log,curr_log,next_log,label
Preflight Fail: Yaw estimate error,Preflight Fail: position estimate error,Preflight: GPS Horizontal Pos Drift too high,0
Takeoff detected,Landing detected,"Mission finished, landed",0
Takeoff detected,Landing detected,Disarmed by landing,0
Armed by RC,Start file log (type: full),[logger] /fs/microsd/log/2025-08-08/01_53_28.ulg,0
Disarmed by auto preflight disarming,"closed logfile, bytes written: 554312",Armed by RC,0
Landing detected,"Mission finished, landed",Disarmed by landing,0
"closed logfile, bytes written: 3082235",Armed by RC,Start file log (type: full),0
Opened full log file: /fs/microsd/log/sess107/log100.ulg,selected parameter default file /fs/mtd_params,importing from '/fs/mtd_params',0
selected parameter default file /fs/mtd_params,importing from '/fs/mtd_params',"BSON document size 2243 bytes, decoded 2243 bytes (INT32:41, FLOAT:68)",0
Disarmed by RC (switch),"closed logfile, bytes written: 402073",Armed by RC (switch),0
"no gyro selected, using sensor_gyro_fifo:0 4325386","mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 57600B",Starting CDC/ACM autostart,0
"Node ID 1, bitrate 1000000",u-blox protocol version: 34.10,Preflight: GPS Horizontal Pos Drift too high,0
Disarmed by RC (switch),Preflight: GPS Horizontal Pos Drift too high,"closed logfile, bytes written: 289421",0
"closed logfile, bytes written: 402073",Armed by RC (switch),Start file log (type: full),0
importing from '/fs/mtd_params',"BSON document size 2243 bytes, decoded 2243 bytes (INT32:41, FLOAT:68)",selected parameter backup file /fs/microsd/parameters_backup.bson,0
Preflight Fail: horizontal velocity unstable,Preflight Fail: velocity estimate error,Preflight Fail: position estimate error,0
Preflight Fail: vertical velocity unstable,Preflight Fail: position estimate error,Preflight Fail: vertical velocity unstable,0
Kill-switch engaged,Preflight Fail: Kill switch engaged,Preflight Fail: Flight termination active,0
IO FW CRC match,Already running on bus 1,"no gyro selected, using sensor_gyro_fifo:0 4325386",0
Already running on bus 1,"no gyro selected, using sensor_gyro_fifo:0 4325386","mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 57600B",0
IO FW CRC match,ist8310: no instance started (no device on bus?),"instance: 0, max rate: 100, default: 50, alt: 50",0
Armed by external command,Start file log (type: full),[logger] /fs/microsd/log/2025-08-08/01_24_53.ulg,0
Opened full log file: /fs/microsd/log/2025-08-08/01_24_53.ulg,selected parameter default file /fs/mtd_params,importing from '/fs/mtd_params',0
[logger] /fs/microsd/log/2025-08-08/01_59_38.ulg,Opened full log file: /fs/microsd/log/2025-08-08/01_59_38.ulg,Executing Mission,0
Opened full log file: /fs/microsd/log/2025-08-08/01_53_28.ulg,Takeoff detected,Landing detected,0
Climb to 3.0 meters above home,Executing Mission,Climb to 3.0 meters above home,0
Landing detected,Disarmed by landing,"closed logfile, bytes written: 627236",0
Armed by RC,Start file log (type: full),[logger] /fs/microsd/log/2025-08-08/01_54_04.ulg,0
Landing detected,"Mission finished, landed",Disarmed by landing,0
ACC 1 (2490378) offset committed: [-0.025 0.062 -0.043]->[0.027 0.032 -0.045]),"closed logfile, bytes written: 3211412",Preflight Fail: Yaw estimate error,0
"closed logfile, bytes written: 3211412",Preflight Fail: Yaw estimate error,Armed by RC,0
data manager file '/fs/microsd/dataman' size is 68528 bytes,IO FW CRC match,Already running on bus 1,0
"mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 57600B",Starting CDC/ACM autostart,logger started (mode=all),0
"closed logfile, bytes written: 627236",Armed by RC,Start file log (type: full),0
"Get Esc Firmware Version: fw_ver: 415, hw_ver: 0 bl_ver:0","Get Esc Firmware Version: fw_ver: 415, hw_ver: 0 bl_ver:0","Get Esc Firmware Version: fw_ver: 415, hw_ver: 0 bl_ver:0",0
logger started (mode=all),SD FreeN 30134 MB Total: 30424 MB,Armed by RC,0
"instance: 0, max rate: 100, default: 50, alt: 50","mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 57600B",logger started (mode=all),0
Opened full log file: /fs/microsd/log/2025-08-08/01_28_52.ulg,selected parameter default file /fs/mtd_params,importing from '/fs/mtd_params',0
Connection to ground station lost,Arming denied: switch to manual mode first,Arming denied: switch to manual mode first,0
Opened full log file: /fs/microsd/log/2025-08-08/01_24_53.ulg,Takeoff detected,Landing detected,0
Arming denied: switch to manual mode first,Arming denied: switch to manual mode first,Arming denied: switch to manual mode first,0
Failsafe mode activated,u-blox firmware version: HPG 1.13,u-blox protocol version: 27.12,0
Kill engaged,Preflight Fail: Kill switch engaged,Preflight Fail: Flight termination active,0
Preflight Fail: No connection to the ground control station,"using network interface eth0, IP: 192.168.168.35",with netmask: 255.255.255.0,0
RTT too high for timesync: 312 ms,/dev/ttyS0 write error -1,Preflight: GPS Vertical Pos Drift too high,1
/dev/ttyS0 write error -1,/dev/ttyS0 write error -1,Preflight Fail: position estimate error,1
Preflight Fail: No connection to the ground control station,Preflight: GPS Vertical Pos Drift too high,Preflight: GPS Vertical Pos Drift too high,0
Preflight: GPS Horizontal Pos Drift too high,Preflight Fail: Kill switch engaged,Preflight Fail: Kill switch engaged,0
Preflight Fail: height estimate not stable,Preflight: GPS Horizontal Pos Drift too high,Preflight Fail: height estimate not stable,0
invalid setpoints,Failsafe: blind land,Failsafe activated,0
invalid setpoints,Failsafe: blind land,Failsafe activated,0
"mode: Normal, data rate: 9600 B/s on /dev/ttyS6 @ 460800B","mode: Normal, data rate: 100000 B/s on udp port 14550 remote port 14550",init serial /dev/ttyS4 @ 921600 baud,0
"[cal] left side done, rotate to a different side",Mag: 0 sphere radius: 0.4542,"MAG 396833 EN: 1, offset: [-0.192  0.050  0.326], scale: [ 1.035  0.944  1.022], External ROT: 0",0
Mag: 0 sphere radius: 0.4542,"MAG 396833 EN: 1, offset: [-0.192  0.050  0.326], scale: [ 1.035  0.944  1.022], External ROT: 0",[cal] progress <100>,0
[cal] progress <48>,[cal] progress <52>,[cal] progress <57>,0
"GYRO 3932170 EN: 1, offset: [0.0255 -0.0246 0.0221]","GYRO 3670026 EN: 1, offset: [-0.0051 -0.0123 -0.0057]",[cal] calibration done: gyro,0
Connection to ground station lost,partner IP: 10.20.2.19 port 14551,Data link regained,0
partner IP: 10.20.2.19 port 14551,Data link regained,Preflight: GPS Horizontal Pos Error too high,0
[cal] calibration done: gyro,Remove IP: 10.20.2.19 port 14551,Connection to ground station lost,0
Start file log (type: full),[logger] /fs/microsd/log/2025-07-14/07_49_03.ulg,Opened full log file: /fs/microsd/log/2025-07-14/07_49_03.ulg,0
Starting CDC/ACM autostart,logger started (mode=all),"Node ID 1, bitrate 1000000",0
Preflight Fail: Flight termination active,Preflight Fail: horizontal velocity unstable,Preflight Fail: Kill switch engaged,0
"no gyro selected, using sensor_gyro_fifo:0 3407898","mode: Normal, data rate: 1200 B/s on /dev/ttyS6 @ 57600B","mode: Normal, data rate: 100000 B/s on udp port 14550 remote port 14550",0
no broadcasting address found,logger started (mode=all),"Node ID 1, bitrate 1000000",0
u-blox protocol version: 34.10,u-blox firmware version: SPG 5.10,u-blox protocol version: 34.10,0
FTP: Open failed - out of sessions,Session was closed without activity,Armed by external command,0
Opened full log file: /fs/microsd/log/2025-08-08/03_08_01.ulg,open '/fs/mtd_caldata' failed (2),open '/fs/mtd_caldata' failed (2),1
selected parameter default file /fs/mtd_params,importing from '/fs/mtd_params',"BSON document size 3144 bytes, decoded 3144 bytes (INT32:79, FLOAT:74)",0
"mode: Normal, data rate: 1200 B/s on /dev/ttyS0 @ 57600B",Starting CDC/ACM autostart,logger started (mode=all),0
Opened full log file: /fs/microsd/log/2025-08-08/03_07_54.ulg,open '/fs/mtd_caldata' failed (2),open '/fs/mtd_caldata' failed (2),1
data manager file '/fs/microsd/dataman' size is 128528 bytes,IO FW CRC match,"mode: Minimal, data rate: 2880 B/s on /dev/ttyS4 @ 57600B",0
Armed by RC switch,Start file log (type: full),[logger] /fs/microsd/log/sess107/log100.ulg,0
"Node ID 1, bitrate 1000000",Connection to ground station lost,GCS connection regained,0
"[Crawl] Detected blockage, stopping motors","[Crawl] Detected blockage, stopping motors","[Crawl] Detected blockage, stopping motors",0
"[Crawl] Detected blockage, stopping motors","[Crawl] Detected blockage, stopping motors","[Crawl] Detected blockage, stopping motors",0
"[Crawl] Detected blockage, stopping motors","[Crawl] Detected blockage, stopping motors","[Crawl] Detected blockage, stopping motors",0
"[Crawl] Detected blockage, stopping motors","[Crawl] Detected blockage, stopping motors","[Crawl] Detected blockage, stopping motors",0
"BSON document size 3311 bytes, decoded 3311 bytes (INT32:77, FLOAT:82)",selected parameter backup file /fs/microsd/parameters_backup.bson,data manager file '/fs/microsd/dataman' size is 68528 bytes,0
data manager file '/fs/microsd/dataman' size is 68528 bytes,RC input locked,"mode: Onboard, data rate: 80000 B/s on /dev/ttyS0 @ 921600B",0
"mode: Normal, data rate: 5760 B/s on /dev/ttyS3 @ 115200B",hardware flow control not supported,get: param 65535 invalid,0
[cal] progress <30>,[cal] progress <40>,[cal] progress <50>,0
"instance: 0, max rate: 666, default: 50, alt: 333","Node ID 120, bitrate 500000,can_ch 0",_instance->_task: 389,0
"Node ID 120, bitrate 500000,can_ch 0",_instance->_task: 389,"starting instance 1, IMU:1 (6946850), MAG:0 (458770)",0
_instance->_task: 392,负载 关,logger started (mode=all),0
importing from '/fs/mtd_params',"BSON document size 2243 bytes, decoded 2243 bytes (INT32:41, FLOAT:68)",selected parameter backup file /fs/microsd/parameters_backup.bson,0
[logger] /fs/microsd/log/sess107/log100.ulg,Opened full log file: /fs/microsd/log/sess107/log100.ulg,Takeoff detected,0
selected parameter backup file /fs/microsd/parameters_backup.bson,data manager file '/fs/microsd/dataman' size is 68528 bytes,RC input locked,0
"mode: Normal, data rate: 1200 B/s on /dev/ttyS1 @ 57600B","mode: Normal, data rate: 1200 B/s on /dev/ttyS3 @ 57600B",logger started (mode=all),0
Armed by RC (switch),Start file log (type: full),[logger] /fs/microsd/log/2025-08-05/10_31_35.ulg,0
[logger] /fs/microsd/log/2025-08-05/10_31_35.ulg,Opened full log file: /fs/microsd/log/2025-08-05/10_31_35.ulg,selected parameter default file /fs/mtd_params,0
selected parameter default file /fs/mtd_params,importing from '/fs/mtd_params',"BSON document size 3405 bytes, decoded 3405 bytes (INT32:71, FLOAT:93)",0
IO FW CRC match,ist8310: no instance started (no device on bus?),"no gyro selected, using sensor_gyro_fifo:0 4325386",0
Disarmed by RC (switch),ACC 0 (3932170) offset committed: [-0.098 0.059 -0.269]->[-0.086 0.043 -0.099]),ACC 2 (3932210) offset committed: [0.011 0.262 0.018]->[-0.028 0.237 0.225]),0
Start file log (type: full),[logger] /fs/microsd/log/2025-08-08/03_03_52.ulg,Opened full log file: /fs/microsd/log/2025-08-08/03_03_52.ulg,0
Preflight Fail: Avionics Power low:   4.79 Volt,Preflight Fail: Avionics Power low:   4.79 Volt,Preflight Fail: Avionics Power low:   4.79 Volt,0
"[cal] Hold still, measuring up side",[cal] up side result: [0.511 -0.309 9.760],[cal] progress <85>,0
[cal] back side result: [9.788 -0.223 0.394],[cal] progress <102>,"[cal] back side done, rotate to a different side",0
[Crawl] 停止: pwm = 0,"Accel ts: 12908292, accel z: -9.951",[Crawl] 停止: pwm = 0,0
"Accel ts: 12925815, accel z: -9.934",Opened full log file: /fs/microsd/log/sess401/log100.ulg,[Crawl] 停止: pwm = 0,0
[Crawl] 停止: pwm = 0,"Accel ts: 13035968, accel z: -9.990",[Crawl] 停止: pwm = 0,0
"Accel ts: 13087290, accel z: -9.970",[Crawl] 停止: pwm = 0,"Accel ts: 13104816, accel z: -9.935",0
mavlink for device /dev/ttyS1 is not running,logger started (mode=all),"Too many subscriptions, failed to add: obstacle_distance_fused 0",0
"Too many subscriptions, failed to add: vehicle_trajectory_waypoint 0","Too many subscriptions, failed to add: vehicle_trajectory_waypoint_desired 0","Too many subscriptions, failed to add: sensor_gyro_fifo 0",0
Kill-switch engaged,Switching to Position is currently not available.,Kill-switch disengaged,0
Armed by RC,Start file log (type: full),[logger] /fs/microsd/log/2025-08-08/02_58_40.ulg,0
Takeoff detected,Landing detected,Disarmed by landing,0
Preflight Fail: heading estimate not stable,get: param 65535 invalid,"vehicle_command_ack lost, generation 120 -> 122",1
Preflight Fail: heading estimate not stable,Preflight Fail: heading estimate not stable,Preflight Fail: heading estimate not stable,0
RTT too high for timesync: 10 ms,RTT too high for timesync: 10 ms,RTT too high for timesync: 13 ms,0
Preflight Fail: heading estimate not stable,Preflight Fail: Attitude failure (pitch),Preflight Fail: heading estimate not stable,0
Preflight Fail: Kill switch engaged,Preflight Fail: Kill switch engaged,Preflight Fail: Kill switch engaged,0
Preflight Fail: Kill switch engaged,Preflight Fail: Kill switch engaged,Preflight Fail: height estimate not stable,0
"instance: 0, max rate: 100, default: 50, alt: 50","mode: OnboardLowBandwidth, data rate: 290000 B/s on /dev/ttyS4 @ 3000000B",Switching to Offboard is currently not available,0
Switching to Offboard is currently not available,"mode: Normal, data rate: 79000 B/s on /dev/ttyS6 @ 921600B",logger started (mode=all),0
"0 (527633) EST:0 offset: [-0.077, -0.165, 0.278]->[-0.019, -0.163, 0.279] (full [0.199, 0.027, 0.","0 (527633) EST:1 offset: [-0.019, -0.163, 0.279]->[0.018, -0.161, 0.279] (full [0.199, 0.033, 0.3","closed logfile, bytes written: 14072492",0
PREFLIGHT FAIL: System global position not valid,"Manual mode, refuse to arm","instance: 0, max rate: 100, default: 50, alt: 50",0
send arm battery command,"cmd :6, param1: 52 param2: 165 param3: 0",Armed by RC,0
Armed by RC,Start file log (type: full),open battery charge mos : response success 53,0
storage array: 113/1833 elements (928 bytes total),storage array (custom defaults): 0/1833 elements (256 bytes total),auto save: on,0
get: param 65535 invalid,Preflight Fail: heading estimate not stable,"Event dropped (65535, 31)",0
get: param 65535 invalid,"vehicle_command_ack lost, generation 7 -> 9","vehicle_command_ack lost, generation 8 -> 10",1
Disarmed by landing,ACC 0 (6946834) offset committed: [-0.131 -0.002 0.114]->[-0.085 -0.027 0.113]),ACC 1 (3604506) offset committed: [-0.096 0.311 0.095]->[-0.079 0.248 0.066]),0
Operation timeout,Failure: Kill switch engaged,Armed by RC (switch),0
hmc5883: no instance started (no device on bus?),MMCAN_ trigger init,"mode: Config, data rate: 800000 B/s on /dev/ttyACM0 @ 57600B",0
Armed by RC switch,Start file log (type: full),[logger] /fs/microsd/log/2023-03-27/18_08_35.ulg,0
"no gyro selected, using sensor_gyro_fifo:0 4325386","mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 57600B",Starting CDC/ACM autostart,0
selected parameter default file /fs/mtd_params,"BSON document size 2942 bytes, decoded 2942 bytes",open '/fs/microsd/backup_param/param.txt' failed (20),0
"instance: 0, max rate: 100, default: 50, alt: 50","instance: 0, max rate: 100, default: 50, alt: 50",Mixer: /etc/mixers/pass.aux.mix on /dev/pwm_output1,0
Mixer: /etc/mixers/pass.aux.mix on /dev/pwm_output1,"starting instance 0, IMU:0 (3670026), MAG:0 (0)",logger started (mode=all),0
"instance: 0, max rate: 100, default: 50, alt: 50",rc control switch to sbus success,Switching to Position is currently not available.,0
Starting CDC/ACM autostart,no broadcasting address found,logger started (mode=all),0
"successfully created rt/fmu/out/distance_sensor data writer, topic id: 42","successfully created rt/fmu/out/sensor_optical_flow data writer, topic id: 212","successfully created rt/fmu/out/vehicle_optical_flow data writer, topic id: 262",0
[logger] /fs/microsd/log/2025-08-07/20_00_30.ulg,Opened full log file: /fs/microsd/log/2025-08-07/20_00_30.ulg,Crsf serial opened sucessfully,0
get: param 65535 invalid,GCS connection regained,Onboard controller regained,0
